number,beeldbank_link,image_link,type,research_and_notes,specific_location,longitude,latitude,number_of_people,children,adults,people_identified,source
96781,https://beeldbankwo2.nl/nl/beelden/detail/4dbc9ed0-025a-11e7-904b-d89d6717b464/media/b4684cfd-50d3-285a-4d6f-77933f5c90b3?mode=detail&view=horizontal&q=96781&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/b4684cfd-50d3-285a-4d6f-77933f5c90b3.jpgg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96785,https://beeldbankwo2.nl/nl/beelden/detail/4dbe44ba-025a-11e7-904b-d89d6717b464/media/7ab62299-4506-4ca1-59ee-6999a49a9106?mode=detail&view=horizontal&q=96785&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/7ab62299-4506-4ca1-59ee-6999a49a9106.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96786,https://beeldbankwo2.nl/nl/beelden/detail/4dbea8b0-025a-11e7-904b-d89d6717b464/media/1949828e-7f50-3d83-65a5-57eb9dabadd0?mode=detail&view=horizontal&q=96786&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/1949828e-7f50-3d83-65a5-57eb9dabadd0.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96794,https://beeldbankwo2.nl/nl/beelden/detail/4dc23a7a-025a-11e7-904b-d89d6717b464/media/817a4955-3c19-e133-2b29-73f1a3099975?mode=detail&view=horizontal&q=96794&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/817a4955-3c19-e133-2b29-73f1a3099975.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96797,https://beeldbankwo2.nl/nl/beelden/detail/4dc358d8-025a-11e7-904b-d89d6717b464/media/01927ec7-10ca-7c1a-4ece-4386c02a08e6?mode=detail&view=horizontal&q=96797&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/01927ec7-10ca-7c1a-4ece-4386c02a08e6.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96798,https://beeldbankwo2.nl/nl/beelden/detail/4dc3c99e-025a-11e7-904b-d89d6717b464/media/82b36320-05ca-45cc-d99a-2a132d4eb1da?mode=detail&view=horizontal&q=96798&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/82b36320-05ca-45cc-d99a-2a132d4eb1da.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96758,https://beeldbankwo2.nl/nl/beelden/detail/4db257ea-025a-11e7-904b-d89d6717b464/media/cee4a270-bfa2-16e5-6030-d4b32ae195ac?mode=detail&view=horizontal&q=96758&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/cee4a270-bfa2-16e5-6030-d4b32ae195ac.jpg,,On Sunday night 20 June 1943 at half past three Willy Lages had Amsterdam-South and the Transvaalbuurt in East hermetically closed and later all houses were systematically searched for Jews in hiding.,"Krugerplein, Amsterdam",4.919754169326210,52.354224679777600,,,,,
37665,https://beeldbankwo2.nl/nl/beelden/detail/e3603fb0-0259-11e7-904b-d89d6717b464/media/0bdd5f1e-cfae-8564-143d-73bdb19de825?mode=detail&view=horizontal&q=37665&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/0bdd5f1e-cfae-8564-143d-73bdb19de825.jpg,,Walter Süskind (29 October 1906 – 28 February 1945) was a German Jew who helped about 600 Jewish children escape the Holocaust. He was a member of the Jewish Council of Amsterdam.,"Day Care Centre, The Jewish Council, Amsterdam",4.912067438,52.36641329,,,,,
96717,https://beeldbankwo2.nl/nl/beelden/detail/4da0cfac-025a-11e7-904b-d89d6717b464/media/d0cd8f00-f46e-caf4-8943-111d2d621047?mode=detail&view=horizontal&q=96717&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/d0cd8f00-f46e-caf4-8943-111d2d621047.jpgg,,"Amsterdam Jews on Daniël Willinkplein (later Victorieplein) awaiting deportation to Westerbork transit camp, 20 June 1943. A member of the German Sicherheitspolizei (SiPo) can be seen on the right of the back.","Victorieplein, Amsterdam ",4.903638,52.346169,,,,,
96799,https://beeldbankwo2.nl/nl/beelden/detail/4dc4344c-025a-11e7-904b-d89d6717b464/media/976a8a0a-9b03-3fa0-ab41-44a3e905a6fc?mode=detail&view=horizontal&q=96799&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/976a8a0a-9b03-3fa0-ab41-44a3e905a6fc.jpg,,"Employees of the camp administration of camp Westerbork register hundreds of Jews on Olympiaplein in Amsterdam (on the sports fields), who are then transferred to camp Westerbork. June 20, 1943.","Sportscomplex Olympiaplein, Amsterdam ",4.865280,52.348578,,,,,
213436,https://beeldbankwo2.nl/nl/beelden/detail/ff1516da-025a-11e7-904b-d89d6717b464/media/9f3ef422-a767-21ee-5c3f-459c091d6e02?mode=detail&view=horizontal&q=213436&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/9f3ef422-a767-21ee-5c3f-459c091d6e02.jpg,,"World War II, persecution of the Jews. Deportation of Jews by train from Muiderpoort station in Amsterdam. A German soldier with a rifle checks that everything is in order. Netherlands, summer 1943.","Muiderpoort Station, Amsterdam ",4.930700,52.360012,,,,,
96768,https://beeldbankwo2.nl/nl/beelden/detail/4db6f354-025a-11e7-904b-d89d6717b464/media/f4cb2e7d-0c06-704a-2086-84d7e18f4257?mode=detail&view=horizontal&q=96768&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/f4cb2e7d-0c06-704a-2086-84d7e18f4257.jpg,,"Because Jews increasingly withdrew from the call to report for transport to the Westerbork transit camp, from where they were further transported for 'labour deployment in Germany'. Here a man and a boy from Amsterdam-South, who packed and reported to the assembly point at the Amsterdam Daniel Willinkplein / Rijnstraat (later Victorieplein) on 20 June 1943.","Victorieplein, Amsterdam ",4.903638,52.346169,,,,,
96793,https://beeldbankwo2.nl/nl/beelden/detail/4dc1cb6c-025a-11e7-904b-d89d6717b464/media/6654c809-b02f-0375-bf26-4267eae48717?mode=detail&view=horizontal&q=96793&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/6654c809-b02f-0375-bf26-4267eae48717.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96718,https://beeldbankwo2.nl/nl/beelden/detail/4da14342-025a-11e7-904b-d89d6717b464/media/79f9d1b6-90e7-44e0-a170-620616725bc8?mode=detail&view=horizontal&q=96718&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/79f9d1b6-90e7-44e0-a170-620616725bc8.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96725,https://beeldbankwo2.nl/nl/beelden/detail/4da412fc-025a-11e7-904b-d89d6717b464/media/6291f24c-9d56-7142-a81b-485b3876fc5b?mode=detail&view=horizontal&q=96725&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/6291f24c-9d56-7142-a81b-485b3876fc5b.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96726,https://beeldbankwo2.nl/nl/beelden/detail/4da47648-025a-11e7-904b-d89d6717b464/media/ba378ff0-f41d-75b9-9ec9-581c6871c9c9?mode=detail&view=horizontal&q=96726&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/ba378ff0-f41d-75b9-9ec9-581c6871c9c9.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96774,https://beeldbankwo2.nl/nl/beelden/detail/4db99744-025a-11e7-904b-d89d6717b464/media/e14f96e8-457f-01da-d2c7-764ae15e8714?mode=detail&view=horizontal&q=96774&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/e14f96e8-457f-01da-d2c7-764ae15e8714.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96722,https://beeldbankwo2.nl/nl/beelden/detail/4da2dd88-025a-11e7-904b-d89d6717b464/media/7915f0f0-c658-96b0-dfd0-fdc56239d2bc?mode=detail&view=horizontal&q=96722&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/7915f0f0-c658-96b0-dfd0-fdc56239d2bc.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96728,https://beeldbankwo2.nl/nl/beelden/detail/4da561e8-025a-11e7-904b-d89d6717b464/media/bf1b094c-6d6e-b454-6b9d-89a475414fa4?mode=detail&view=horizontal&q=96728&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/bf1b094c-6d6e-b454-6b9d-89a475414fa4.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96732,https://beeldbankwo2.nl/nl/beelden/detail/4da6ed06-025a-11e7-904b-d89d6717b464/media/02fa60fc-750f-2390-e3ec-a0f96781dbde?mode=detail&view=horizontal&q=96732&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/02fa60fc-750f-2390-e3ec-a0f96781dbde.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96744,https://beeldbankwo2.nl/nl/beelden/detail/4dabced4-025a-11e7-904b-d89d6717b464/media/ceb313a1-727b-ad55-d02d-b1235211618a?mode=detail&view=horizontal&q=96744&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/ceb313a1-727b-ad55-d02d-b1235211618a.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96782,https://beeldbankwo2.nl/nl/beelden/detail/4dbd056e-025a-11e7-904b-d89d6717b464/media/0c151598-7d91-6aa9-4115-7b8d1cac03ee?mode=detail&view=horizontal&q=96782&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/0c151598-7d91-6aa9-4115-7b8d1cac03ee.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96783,https://beeldbankwo2.nl/nl/beelden/detail/4dbd6f86-025a-11e7-904b-d89d6717b464/media/c3e28d46-8f02-25e5-6c37-d842fe70fc2b?mode=detail&view=horizontal&q=96783&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/c3e28d46-8f02-25e5-6c37-d842fe70fc2b.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96789,https://beeldbankwo2.nl/nl/beelden/detail/4dbfec3e-025a-11e7-904b-d89d6717b464/media/03b78d0f-f85a-29dd-501a-82a84dd6009c?mode=detail&view=horizontal&q=96789&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/03b78d0f-f85a-29dd-501a-82a84dd6009c.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96790,https://beeldbankwo2.nl/nl/beelden/detail/4dc077da-025a-11e7-904b-d89d6717b464/media/064e4353-0412-9782-39a0-69e50e083b31?mode=detail&view=horizontal&q=96790&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/064e4353-0412-9782-39a0-69e50e083b31.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96792,https://beeldbankwo2.nl/nl/beelden/detail/4dc15fec-025a-11e7-904b-d89d6717b464/media/4164c016-831e-049c-1601-7390791547f7?mode=detail&view=horizontal&q=96792&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/4164c016-831e-049c-1601-7390791547f7.jpg,,"May 25, 1943. 500 Jews showed up to respond to the German deportation appeal. ","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96861,https://beeldbankwo2.nl/nl/beelden/detail/4dddf1e8-025a-11e7-904b-d89d6717b464/media/ee887ae8-35a3-c0a7-449e-3c4279d97a58?mode=detail&view=horizontal&q=96861&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/ee887ae8-35a3-c0a7-449e-3c4279d97a58.jpg,,Courtyard Hollandsche Schouwburg where Jews of Amsterdam had to report  themselves prior to their deportation to the Westerbork transit camp. The stay could last 1-7 days before departing at night. 300-400 people stayed there at a time.  ,"Hollandsche Schouwburg, Amsterdam",4.911038,52.366605,,,,,
96975,https://beeldbankwo2.nl/nl/beelden/detail/4e13bc7e-025a-11e7-904b-d89d6717b464/media/d63729b9-a286-1733-4216-9f3dd9b60d92?mode=detail&view=horizontal&q=96975&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/d63729b9-a286-1733-4216-9f3dd9b60d92.jpg,,Original caption: 'Kropveld and Gans passed away'. Jewish children in front of a school building. ,Utrecht ,5.104480,52.092876,,,,,
97027,https://beeldbankwo2.nl/nl/beelden/detail/4e2db7a0-025a-11e7-904b-d89d6717b464/media/5400ee73-6dee-48ac-95cb-ef212d298f1e?mode=detail&view=horizontal&q=97027&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/5400ee73-6dee-48ac-95cb-ef212d298f1e.jpg,,,"Jewish Quarter, Amsterdam",4.9005802676729395,52.37037787017166,,,,,
97047,https://beeldbankwo2.nl/nl/beelden/detail/4e372f10-025a-11e7-904b-d89d6717b464/media/539e4c32-0856-a5fb-25d5-7525bf934200?mode=detail&view=horizontal&q=97047&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/539e4c32-0856-a5fb-25d5-7525bf934200.jpg,,,"Jodenbreestraat, the Jewish Quarter, Amsterdam",4.9026266278890205,52.36913569438831,,,,,
161915,https://beeldbankwo2.nl/nl/beelden/detail/b7f1cbf4-025a-11e7-904b-d89d6717b464/media/51867648-d6bb-7bbc-0331-8f91c30bfaff?mode=detail&view=horizontal&q=161915&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/51867648-d6bb-7bbc-0331-8f91c30bfaff.jpg,,"Westerbork, Jewish prisoners. In the hospital? 
","Camp Westerbork, Hooghalen",6.607228,52.9181,,,,,
161942,https://beeldbankwo2.nl/nl/beelden/detail/b7fc0ccc-025a-11e7-904b-d89d6717b464/media/d221b3fb-5866-650f-67b8-e85771e1c7af?mode=detail&view=horizontal&q=161942&rows=1&page=2,https://images.memorix.nl/niod/thumb/mediabank-horizontal/d221b3fb-5866-650f-67b8-e85771e1c7af.jpg,,"Westerbork, 'Marsch to the Werkappel'. Activities within the camp. 
","Camp Westerbork, Hooghalen",6.607229,52.9182,,,,,
161396,https://beeldbankwo2.nl/nl/beelden/detail/b71615fa-025a-11e7-904b-d89d6717b464/media/e4ac0e71-5769-b6da-882e-502f06a884ff?mode=detail&view=horizontal&q=161396&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/e4ac0e71-5769-b6da-882e-502f06a884ff.jpg,,"The air defense service of the Ned. isr. Hospital in Amsterdam, 1943","Nederlands Israëlitisch Ziekenhuis, Amsterdam ",4.9058169154887175,52.36490179969026,,,,,
161071,https://beeldbankwo2.nl/nl/beelden/detail/b692bf70-025a-11e7-904b-d89d6717b464/media/98ba0f23-752c-491d-c560-22a552768517?mode=detail&view=horizontal&q=161071&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/98ba0f23-752c-491d-c560-22a552768517.jpg,,,"Camp Westerbork, Hooghalen",6.607228,52.9181,,,,,
161076,https://beeldbankwo2.nl/nl/beelden/detail/b694ad12-025a-11e7-904b-d89d6717b464/media/5b2552b7-3a10-7407-a322-1c25962ca599?mode=detail&view=horizontal&q=161076&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/5b2552b7-3a10-7407-a322-1c25962ca599.jpg,,"Children painting jigsaw objects in Westerbork, 1943","Camp Westerbork, Hooghalen",6.607228,52.9181,,,,,
161398,https://beeldbankwo2.nl/nl/beelden/detail/b716e1a6-025a-11e7-904b-d89d6717b464/media/bf19d321-ff11-abcd-0550-613c46f5a26e?mode=detail&view=horizontal&q=161398&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/bf19d321-ff11-abcd-0550-613c46f5a26e.jpg,,"Interior of the Jewish Council office in Utrecht, circa 1942",Utrecht ,5.104480,52.092876,,,,,
161515,https://beeldbankwo2.nl/nl/beelden/detail/b746cd1c-025a-11e7-904b-d89d6717b464/media/a556978d-fd62-59ba-af66-078659f16718?mode=detail&view=horizontal&q=161398&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/a556978d-fd62-59ba-af66-078659f16718.jpg,,"Performance of the revue 'Auf der Heide Allein' in camp Westerbork, circa 1944","Camp Westerbork, Hooghalen",6.607228,52.9181,,,,,
146409,https://beeldbankwo2.nl/nl/beelden/detail/9e55d2ee-025a-11e7-904b-d89d6717b464/media/2b34dc9c-8b99-e5ff-dba2-b7515f42af10?mode=detail&view=horizontal&q=146409&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/2b34dc9c-8b99-e5ff-dba2-b7515f42af10.jpg,,Camp inmates at work filling mattresses with straw.,"Camp Westerbork, Hooghalen",6.607228,52.9181,,,,,
97146,https://beeldbankwo2.nl/nl/beelden/detail/4e6ea742-025a-11e7-904b-d89d6717b464/media/a0847bec-188b-7683-8a63-3a2ba091c0d7?mode=detail&view=horizontal&q=97146&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/a0847bec-188b-7683-8a63-3a2ba091c0d7.jpg,,"dr. J. Jacobs, physician. and miss. Klara Oudkerk, employees of the Medical Affairs Department, Lijnbaansgracht 366, which was headed by Dr. S. Spijer. The task of Medical Affairs was to promote medical care for Jews in the Netherlands and to promote the interests of doctors, nurses, etc.","Medical Affairs Department, The Jewish Council, Amsterdam",4.894360958577947,52.360010827607034,,,,,
96764,https://beeldbankwo2.nl/nl/beelden/detail/4db52e16-025a-11e7-904b-d89d6717b464/media/f0302322-3023-d836-9069-2172a6813194?mode=detail&view=horizontal&q=96764&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/f0302322-3023-d836-9069-2172a6813194.jpg,,"Registration of arrested Jews in the Hollandsche Schouwburg on the Plantage Middenlaan in Amsterdam, 1942-1943. According to data from Mr. Wennek on the photo shows Mrs Mathilda Wennek - Kattenburg (born in Amsterdam December 10, 1912, murdered in Auschwitz April 1944) and Miss Mary Wennek (born in Zandvoort August 14, 1923, murdered in Sobibor on May 31, 1943). After the first transports in the summer of 1942, fewer and fewer people heeded the German call to report before leaving for Westerbork. The Amsterdam police collected the Jews from home and brought them to the Hollandsche Schouwburg. The Jewish Council had made a number of facilities in the theatre, but these turned out to be far from sufficient to accommodate three to four hundred people reasonably. Sometimes the detainees stayed there only for a day, but the stay could also last a week. In the dark of the night the Jews left for Westerbork.","Hollandsche Schouwburg, Amsterdam",4.911038,52.366605,,,,,
97059,https://beeldbankwo2.nl/nl/beelden/detail/4e3c914e-025a-11e7-904b-d89d6717b464/media/3b17a59a-2f00-d7ee-f608-cf1808369272?mode=detail&view=horizontal&q=97059&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/3b17a59a-2f00-d7ee-f608-cf1808369272.jpg,,"Juden Viertel. Jewish Quarter.' The Jewish Quarter in Amsterdam. ""Fur Wehrmacht verboten"".","Waterlooplein, Amsterdam ",4.902835,52.367855,,,,,
97071,https://beeldbankwo2.nl/nl/beelden/detail/4e4259bc-025a-11e7-904b-d89d6717b464/media/fc7a37a0-de8f-bcd3-83b7-a9e31c28de36?mode=detail&view=horizontal&q=97071&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/fc7a37a0-de8f-bcd3-83b7-a9e31c28de36.jpg,,The Jewish quarter in Amsterdam: the Jodenbreestraat with a sign 'Jewish quarter'.,"Jodenbreestraat, the Jewish Quarter, Amsterdam",4.902637,52.369188,,,,,
66279,https://beeldbankwo2.nl/nl/beelden/detail/16eb88a8-025a-11e7-904b-d89d6717b464/media/f6ea290a-152e-2eeb-aad1-3ae485c31105?mode=detail&view=horizontal&q=66279&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/f6ea290a-152e-2eeb-aad1-3ae485c31105.jpg,,"Camp Westerbork in the ""field service"". (probably digging up potatoes).
","Camp Westerbork, Hooghalen",6.607229,52.9182,,,,,
66280,https://beeldbankwo2.nl/nl/beelden/detail/16ec04fe-025a-11e7-904b-d89d6717b464/media/6a61a58f-0cfb-eca6-d9a9-0690fb33bb62?mode=detail&view=horizontal&q=66280&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/6a61a58f-0cfb-eca6-d9a9-0690fb33bb62.jpg,,"Camp Westerbork in the ""field service"". (probably digging up potatoes).
","Camp Westerbork, Hooghalen",6.607230,52.9183,,,,,
66283,https://beeldbankwo2.nl/nl/beelden/detail/16ed2fa0-025a-11e7-904b-d89d6717b464/media/25f724fb-186e-2dd0-5580-d0b372574de0?mode=detail&view=horizontal&q=66283&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/25f724fb-186e-2dd0-5580-d0b372574de0.jpg,,"Camp Westerbork in the ""field service"". Employed on the farm.","Camp Westerbork, Hooghalen",6.607231,52.9184,,,,,
66284,https://beeldbankwo2.nl/nl/beelden/detail/16edb146-025a-11e7-904b-d89d6717b464/media/24fb2af4-14ba-8cef-b748-d12586167797?mode=detail&view=horizontal&q=66284&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/24fb2af4-14ba-8cef-b748-d12586167797.jpg,,"Camp Westerbork in the ""field service"". Employed on the farm.","Camp Westerbork, Hooghalen",6.607232,52.9185,,,,,
66285,https://beeldbankwo2.nl/nl/beelden/detail/16ee3562-025a-11e7-904b-d89d6717b464/media/a9d1aca2-8cad-6e6c-74c7-8b085c6cb05a?mode=detail&view=horizontal&q=66285&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/a9d1aca2-8cad-6e6c-74c7-8b085c6cb05a.jpg,,,"Camp Westerbork, Hooghalen",6.607233,52.9186,,,,,
66288,https://beeldbankwo2.nl/nl/beelden/detail/16ef5c26-025a-11e7-904b-d89d6717b464/media/53ebc1e1-b4f3-f74e-7a8a-25ee0d8368e2?mode=detail&view=horizontal&q=66288&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/53ebc1e1-b4f3-f74e-7a8a-25ee0d8368e2.jpg,,"Penalty team potato harvesters, August 1943. Both women wear a sleeve band with an S on it, S from Strafcompagnie. the punishment was : to work on the land.
","Camp Westerbork, Hooghalen",6.607234,52.9187,,,,,
66294,https://beeldbankwo2.nl/nl/beelden/detail/16f18ca8-025a-11e7-904b-d89d6717b464/media/6ab54bb3-ff23-1495-cc56-134a6f36f820?mode=detail&view=horizontal&q=66294&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/6ab54bb3-ff23-1495-cc56-134a6f36f820.jpg,,"Camp Westerbork. In the field. The potato harvesting of the ""punishment squad"", mainly consisting of women and men who had been in hiding. Man on the right is Adolf Hamburger. women a.o. Mrs. Rosita Gerzon and Mrs. Bleim?","Camp Westerbork, Hooghalen",6.607235,52.9188,,,,,
97136,https://beeldbankwo2.nl/nl/beelden/detail/4e687656-025a-11e7-904b-d89d6717b464/media/0a9509bf-b190-5945-791c-b0caecd23162?mode=detail&view=horizontal&q=97136&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/0a9509bf-b190-5945-791c-b0caecd23162.jpg,,"The typing room in the main building, Nieuwe Keizersgracht 58 Mrs. Duis is behind the sticker roll.","The Jewish Council Main Office, Amsterdam",4.904817813683740,52.36478119078490,,,,,
161041,https://beeldbankwo2.nl/nl/beelden/detail/b687e7da-025a-11e7-904b-d89d6717b464/media/30f932b2-7195-3967-bcad-f3dc6ccd9ff8?mode=detail&view=horizontal&q=161041&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/30f932b2-7195-3967-bcad-f3dc6ccd9ff8.jpg,,"Revue in the large hall of camp Westerbork with from left to right Willy Rosen, Esther Philipse, Mara Rosen and Erich Ziegler, 1940-1945","Camp Westerbork, Hooghalen",6.607235,52.9188,,,,,
161251,https://beeldbankwo2.nl/nl/beelden/detail/b6da188e-025a-11e7-904b-d89d6717b464/media/4dab1f4c-5466-e0c6-174e-1b24919dd4cf?mode=detail&view=horizontal&q=161251&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/4dab1f4c-5466-e0c6-174e-1b24919dd4cf.jpg,,"Teachers and students of the Joodsch Lyceum in 's-Hertogenbosch, 1942","The Jewish School, s-Hertogenbosch ",5.310248128903480,51.686768557423800,,,,,
96771,https://beeldbankwo2.nl/nl/beelden/detail/4db8517c-025a-11e7-904b-d89d6717b464/media/2ac62119-719a-7de6-14cf-96c64f1bdbc1?mode=detail&view=horizontal&q=96771&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/2ac62119-719a-7de6-14cf-96c64f1bdbc1.jpg,,"A Jewish family at the sports complex on Amsterdam's Olympiaplein, awaiting deportation to camp Westerbork. June 20, 1943.","Sportscomplex Olympiaplein, Amsterdam ",4.865280,52.348578,,,,,
97143,,https://images.memorix.nl/niod/thumb/mediabank-horizontal/60d6c2c2-3679-79ba-05cd-98119754abcf.jpg,,"Extracurricular Youth Care for Jewish children, the BJZ.Possible in the Tilanusstraat 57.
","After-school Youth Care, The Jewish Council, Amsterdam",4.912694843233,52.35902383785,,,,,
97147,https://beeldbankwo2.nl/nl/beelden/detail/4e6f19ca-025a-11e7-904b-d89d6717b464/media/74fd2c08-6f79-0c23-7b87-33bb208a5572?mode=detail&view=horizontal&q=97147&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/74fd2c08-6f79-0c23-7b87-33bb208a5572.jpg,,,"The Jewish Council Main Office, Amsterdam",4.904817813683740,52.36478119078490,,,,,
96736,https://beeldbankwo2.nl/nl/beelden/detail/4da88288-025a-11e7-904b-d89d6717b464/media/3592f8f5-e45c-cea0-425d-5538b6b2804f?mode=detail&view=horizontal&q=96736&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/3592f8f5-e45c-cea0-425d-5538b6b2804f.jpg,,,"Victorieplein, Amsterdam ",4.903638,52.346169,,,,,
96866,https://beeldbankwo2.nl/nl/beelden/detail/4ddfff2e-025a-11e7-904b-d89d6717b464/media/77f1198a-8ab8-dbf4-c825-ab972184cd55?mode=detail&view=horizontal&q=96866&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/77f1198a-8ab8-dbf4-c825-ab972184cd55.jpg,,"6th grade, Jewish school, Bezemstraat 3, The Hague.","Jewish School, Den Haag",4.314670341,52.07636773726,,,,,
